Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
SWE,1996-05-27,,Örgryte IS,Degerfors IF,0,0,D,,,
SWE,1996-05-27,,Örebro SK,IFK Göteborg,0,0,D,,,
SWE,1996-06-05,,Trelleborgs FF,Malmö FF,1,1,D,,,
SWE,1996-06-05,,IK Oddevold,Örgryte IS,0,2,A,,,
SWE,1996-06-05,,IFK Norrköping,Halmstads BK,0,0,D,,,
SWE,1996-06-05,,Helsingborgs IF,Örebro SK,3,0,H,,,
SWE,1996-06-05,,IFK Göteborg,Umeå FC,4,0,H,,,
SWE,1996-06-05,,Degerfors IF,Östers IF,2,1,H,,,
SWE,1996-06-05,,AIK Solna,Djurgårdens IF,1,0,H,,,
SWE,1996-06-09,,Umeå FC,Degerfors IF,2,2,D,,,
SWE,1996-06-09,,Örebro SK,IK Oddevold,2,0,H,,,
SWE,1996-06-10,,Djurgårdens IF,IFK Göteborg,0,1,A,,,
SWE,1996-06-10,,Östers IF,Trelleborgs FF,3,1,H,,,
SWE,1996-06-10,,Örgryte IS,AIK Solna,1,1,D,,,
SWE,1996-06-12,,Malmö FF,IFK Norrköping,0,0,D,,,
SWE,1996-06-12,,Halmstads BK,Helsingborgs IF,1,0,H,,,
SWE,1996-06-13,,IFK Göteborg,AIK Solna,0,1,A,,,
SWE,1996-06-15,,Degerfors IF,Örebro SK,1,0,H,,,
SWE,1996-06-16,,Umeå FC,Malmö FF,0,1,A,,,
SWE,1996-06-16,,Trelleborgs FF,Örgryte IS,3,2,H,,,
SWE,1996-06-16,,Östers IF,Djurgårdens IF,2,0,H,,,
SWE,1996-06-17,,IK Oddevold,Helsingborgs IF,0,1,A,,,
SWE,1996-06-17,,IFK Göteborg,Halmstads BK,4,0,H,,,
SWE,1996-06-17,,AIK Solna,IFK Norrköping,1,0,H,,,
SWE,1996-06-19,,Djurgårdens IF,Örebro SK,2,1,H,,,
SWE,1996-06-20,,Umeå FC,Halmstads BK,2,1,H,,,
SWE,1996-06-20,,Trelleborgs FF,Helsingborgs IF,1,1,D,,,
SWE,1996-06-20,,Malmö FF,Örgryte IS,0,2,A,,,
SWE,1996-06-20,,Degerfors IF,IK Oddevold,1,0,H,,,
SWE,1996-06-20,,Östers IF,IFK Norrköping,1,0,H,,,
SWE,1996-06-24,,IFK Norrköping,IFK Göteborg,1,0,H,,,
SWE,1996-06-24,,Malmö FF,IK Oddevold,1,1,D,,,
SWE,1996-06-24,,Helsingborgs IF,AIK Solna,1,0,H,,,
SWE,1996-06-24,,Halmstads BK,Degerfors IF,3,0,H,,,
SWE,1996-06-26,,Djurgårdens IF,Umeå FC,2,2,D,,,
SWE,1996-06-26,,Örebro SK,Trelleborgs FF,3,1,H,,,
SWE,1996-06-27,,Örgryte IS,Östers IF,3,0,H,,,
SWE,1996-06-29,,IK Oddevold,AIK Solna,0,0,D,,,
SWE,1996-06-29,,Halmstads BK,Trelleborgs FF,1,0,H,,,
SWE,1996-06-29,,IFK Göteborg,Helsingborgs IF,4,1,H,,,
SWE,1996-06-29,,Degerfors IF,IFK Norrköping,3,1,H,,,
SWE,1996-07-03,,Djurgårdens IF,Malmö FF,0,1,A,,,
SWE,1996-07-03,,Östers IF,Örebro SK,2,1,H,,,
SWE,1996-07-25,,Degerfors IF,Malmö FF,3,0,H,,,
SWE,1996-07-31,,Umeå FC,Örgryte IS,1,2,A,,,
SWE,1996-07-31,,Helsingborgs IF,IFK Göteborg,1,1,D,,,
SWE,1996-08-01,,Malmö FF,Djurgårdens IF,2,0,H,,,
SWE,1996-08-03,,Trelleborgs FF,Halmstads BK,2,2,D,,,
SWE,1996-08-03,,Örebro SK,Östers IF,2,1,H,,,
SWE,1996-08-05,,IFK Norrköping,Degerfors IF,0,0,D,,,
SWE,1996-08-05,,AIK Solna,IK Oddevold,3,1,H,,,
SWE,1996-08-05,,Örgryte IS,Umeå FC,3,0,H,,,
SWE,1996-08-11,,IK Oddevold,Degerfors IF,1,1,D,,,
SWE,1996-08-11,,IFK Norrköping,Östers IF,3,1,H,,,
SWE,1996-08-11,,Helsingborgs IF,Trelleborgs FF,1,2,A,,,
SWE,1996-08-11,,Halmstads BK,Umeå FC,2,1,H,,,
SWE,1996-08-11,,AIK Solna,IFK Göteborg,6,0,H,,,
SWE,1996-08-11,,Örgryte IS,Malmö FF,0,0,D,,,
SWE,1996-08-11,,Örebro SK,Djurgårdens IF,3,0,H,,,
SWE,1996-08-17,,Malmö FF,AIK Solna,0,3,A,,,
SWE,1996-08-17,,IFK Göteborg,IK Oddevold,5,1,H,,,
SWE,1996-08-17,,Degerfors IF,Helsingborgs IF,1,0,H,,,
SWE,1996-08-17,,Östers IF,Halmstads BK,3,0,H,,,
SWE,1996-08-19,,Umeå FC,Örebro SK,3,1,H,,,
SWE,1996-08-19,,Trelleborgs FF,IFK Norrköping,1,3,A,,,
SWE,1996-08-19,,Djurgårdens IF,Örgryte IS,4,0,H,,,
SWE,1996-08-25,,Trelleborgs FF,Östers IF,2,1,H,,,
SWE,1996-08-25,,IK Oddevold,Örebro SK,0,1,A,,,
SWE,1996-08-25,,Degerfors IF,Umeå FC,3,1,H,,,
SWE,1996-08-25,,AIK Solna,Örgryte IS,1,0,H,,,
SWE,1996-08-26,,IFK Norrköping,Malmö FF,0,2,A,,,
SWE,1996-08-26,,Helsingborgs IF,Halmstads BK,0,0,D,,,
SWE,1996-08-26,,IFK Göteborg,Djurgårdens IF,3,0,H,,,
SWE,1996-09-04,,Umeå FC,IFK Göteborg,1,1,D,,,
SWE,1996-09-04,,Malmö FF,Trelleborgs FF,2,0,H,,,
SWE,1996-09-04,,Halmstads BK,IFK Norrköping,1,2,A,,,
SWE,1996-09-04,,Östers IF,Degerfors IF,3,1,H,,,
SWE,1996-09-04,,Örgryte IS,IK Oddevold,1,2,A,,,
SWE,1996-09-04,,Örebro SK,Helsingborgs IF,2,1,H,,,
SWE,1996-09-07,,Helsingborgs IF,Umeå FC,4,0,H,,,
SWE,1996-09-07,,Halmstads BK,Örgryte IS,1,3,A,,,
SWE,1996-09-07,,IFK Göteborg,Degerfors IF,2,0,H,,,
SWE,1996-09-07,,Örebro SK,Malmö FF,2,0,H,,,
SWE,1996-09-08,,AIK Solna,Trelleborgs FF,2,3,A,,,
SWE,1996-09-09,,IK Oddevold,Östers IF,3,0,H,,,
SWE,1996-09-09,,IFK Norrköping,Djurgårdens IF,2,1,H,,,
SWE,1996-09-15,,Umeå FC,IFK Norrköping,3,2,H,,,
SWE,1996-09-15,,Trelleborgs FF,IK Oddevold,1,0,H,,,
SWE,1996-09-15,,Malmö FF,IFK Göteborg,1,3,A,,,
SWE,1996-09-15,,Djurgårdens IF,Halmstads BK,1,1,D,,,
SWE,1996-09-15,,Degerfors IF,AIK Solna,0,0,D,,,
SWE,1996-09-15,,Östers IF,Helsingborgs IF,0,1,A,,,
SWE,1996-09-16,,Örgryte IS,Örebro SK,1,1,D,,,
SWE,1996-09-18,,Djurgårdens IF,AIK Solna,0,2,A,,,
SWE,1996-09-19,,Helsingborgs IF,Malmö FF,1,2,A,,,
SWE,1996-09-21,,IFK Göteborg,Örebro SK,0,2,A,,,
SWE,1996-09-21,,AIK Solna,Halmstads BK,0,0,D,,,
SWE,1996-09-22,,Trelleborgs FF,Djurgårdens IF,3,1,H,,,
SWE,1996-09-22,,IK Oddevold,IFK Norrköping,0,2,A,,,
SWE,1996-09-23,,Degerfors IF,Örgryte IS,3,1,H,,,
SWE,1996-09-23,,Östers IF,Umeå FC,3,0,H,,,
SWE,1996-09-29,,Umeå FC,Trelleborgs FF,4,2,H,,,
SWE,1996-09-29,,Malmö FF,Östers IF,2,2,D,,,
SWE,1996-09-29,,Halmstads BK,IK Oddevold,3,0,H,,,
SWE,1996-09-30,,IFK Norrköping,Helsingborgs IF,0,1,A,,,
SWE,1996-09-30,,Djurgårdens IF,Degerfors IF,3,2,H,,,
SWE,1996-09-30,,Örgryte IS,IFK Göteborg,1,4,A,,,
SWE,1996-09-30,,Örebro SK,AIK Solna,0,2,A,,,
SWE,1996-10-03,,IK Oddevold,Djurgårdens IF,1,2,A,,,
SWE,1996-10-03,,IFK Norrköping,Örebro SK,1,3,A,,,
SWE,1996-10-03,,Helsingborgs IF,Örgryte IS,2,1,H,,,
SWE,1996-10-03,,Halmstads BK,Malmö FF,2,3,A,,,
SWE,1996-10-03,,IFK Göteborg,Östers IF,5,1,H,,,
SWE,1996-10-03,,Degerfors IF,Trelleborgs FF,3,1,H,,,
SWE,1996-10-03,,AIK Solna,Umeå FC,1,1,D,,,
SWE,1996-10-12,,Umeå FC,IK Oddevold,2,0,H,,,
SWE,1996-10-12,,Trelleborgs FF,IFK Göteborg,0,6,A,,,
SWE,1996-10-12,,Djurgårdens IF,Helsingborgs IF,3,1,H,,,
SWE,1996-10-12,,Örebro SK,Halmstads BK,3,1,H,,,
SWE,1996-10-13,,Malmö FF,Degerfors IF,2,1,H,,,
SWE,1996-10-13,,Östers IF,AIK Solna,2,2,D,,,
SWE,1996-10-14,,Örgryte IS,IFK Norrköping,0,0,D,,,
SWE,1996-10-21,,Umeå FC,Djurgårdens IF,4,0,H,,,
SWE,1996-10-21,,Trelleborgs FF,Örebro SK,0,1,A,,,
SWE,1996-10-21,,IK Oddevold,Malmö FF,1,3,A,,,
SWE,1996-10-21,,IFK Göteborg,IFK Norrköping,2,0,H,,,
SWE,1996-10-21,,Degerfors IF,Halmstads BK,1,1,D,,,
SWE,1996-10-21,,AIK Solna,Helsingborgs IF,2,1,H,,,
SWE,1996-10-21,,Östers IF,Örgryte IS,0,0,D,,,
SWE,1996-10-26,,IFK Norrköping,AIK Solna,1,2,A,,,
SWE,1996-10-26,,Malmö FF,Umeå FC,2,1,H,,,
SWE,1996-10-26,,Helsingborgs IF,IK Oddevold,3,1,H,,,
SWE,1996-10-26,,Halmstads BK,IFK Göteborg,3,4,A,,,
SWE,1996-10-26,,Djurgårdens IF,Östers IF,2,3,A,,,
SWE,1996-10-26,,Örgryte IS,Trelleborgs FF,0,2,A,,,
SWE,1996-10-26,,Örebro SK,Degerfors IF,2,1,H,,,
